Id	Kanji	Meaning	Onyomi	Kunyomi	PageNo
1902	涯	FAR END	ガイ		508
1903	暇	FREE TIME	カ	ひま	508
1904	霞	MIST	カ	かすみ ・ かす.む	508
1905	雰	ATMOSPHERE	フン		509
1906	霧	FOG	ム	きり	509
1907	露	DEW ・ EXPOSE	ロ ・ ロウ	つゆ	509
1908	霜	FROST	ソウ	しも	509
1909	箱	BOX		はこ	510
1910	籍	REGISTER	セキ		510
1911	貫	PENETRATE	カン	つらぬ.く	510
1912	慣	HABITUAL PRACTICE	カン	な.れる ・ な.らす	510
1913	頂	SUMMIT ・ RECEIVE HUMBLY	チョウ	いただ.く ・ いただき	511
1914	戴	RECEIVE HUMBLY	タイ ・ ダイ*	いただ.く*	511
1915	項	CLAUSE	コウ		511
1916	頃	TIME ・ ABOUT		ころ ・ ごろ ・ -ごろ	511
1917	傾	INCLINE	ケイ	かたむ.く ・ かたむ.ける ・ かし.げる*	512
1918	頑	STUBBORN	ガン		512
1919	頒	DISTRIBUTE WIDELY	ハン		512
1920	頓	SUDDENLY	トン	とみ*	512
1921	顕	MANIFEST	ケン		513
1922	領	DOMINION	リョウ		513
1923	頻	REPEATEDLY	ヒン	しきり*	513
1924	捗	MAKE PROGRESS	チョク	はかど.る*	513
1925	順	ORDER ・ OBEY	ジュン		514
1926	馴	GET USED TO	ジュン	な.れる ・ な.らす	514
1927	訓	INSTRUCT	クン		514
1928	須	MUST	ス ・ シュ*		514
1929	額	AMOUNT ・ PICTURE FRAME ・ FOREHEAD	ガク	ひたい	515
1930	頼	RELY ON ・ ASK	ライ	たの.む ・ たの.もしい ・ たよ.る	515
1931	瀬	SHALLOWS		せ	515
1932	峡	GORGE	キョウ		515
1933	狭	NARROW	キョウ	せま.い ・ せば.める ・ せば.まる	516
1934	挟	HOLD BETWEEN	キョウ	はさむ	516
1935	頰	CHEEKS	キョウ*	ほお ・ ほほ	516
1936	顎	JAW	ガク	あご	516
1937	煩	VEXING	ハン ・ ボン	わずら.う ・ わずら.わす	517
1938	串	SKEWER		くし	517
1939	患	AFFECTED BY DISEASE	カン	わずら.う	517
1940	疾	DISEASE ・ FAST	シツ		517
1941	痴	STUPID ・ INFATUATED	チ		518
1942	疫	EPIDEMIC	エキ ・ ヤク		518
1943	痢	DIARRHEA	リ		518
1944	痘	SMALLPOX	トウ		518
1945	瘍	ULCER	ヨウ		519
1946	癌	CANCER	ガン		519
1947	痩	BECOME THIN	ソウ	や.せる	519
1948	疲	TIRED	ヒ	つか.れる ・ -ずか.れ	519
1949	被	BE SUBJECTED TO	ヒ	こうむ.る	520
1950	披	OPEN OUT	ヒ		520
1951	抜	PULL OUT ・ STAND OUT	バツ	ぬ.く ・ -ぬ.く ・ ぬ.き ・ ぬ.ける ・ ぬ.かす ・ ぬ.かる	520
1952	控	HOLD BACK	コウ	ひか.える ・ ひか.え	520
1953	扶	LEND SUPPORT TO	フ		521
1954	抹	WIPE	マツ		521
1955	拓	OPEN UP	タク		521
1956	拷	TORTURE	ゴウ		521
1957	楼	TALL BUILDING	ロウ		522
1958	壇	PLATFORM	ダン ・ タン		522
1959	塔	TOWER	トウ		522
1960	搭	LOAD ON BOARD	トウ		522
1961	寡	FEW ・ WIDOW(ER)	カ		523
1962	賓	GUEST	ヒン		523
1963	飾	DECORATE	ショク	かざ.る ・ かざ.り	523
1964	飽	SATIATED	ホウ	あ.きる ・ あ.かす	523
1965	餓	STARVE	ガ		524
1966	飢	STARVE	キ	う.える	524
1967	机	DESK	キ	つくえ	524
1968	冗	REDUNDANT	ジョウ		524
1969	冠	CROWN	カン	かんむり	525
1970	離	SEPARATE	リ	はな.れる ・ はな.す	525
1971	胸	CHEST	キョウ	むね ・ むな-	525
1972	悩	SUFFER	ノウ	なや.む ・ なや.ます	525
1973	脳	BRAIN	ノウ		526
1974	臓	INTERNAL ORGAN	ゾウ		526
1975	胃	STOMACH	イ		526
1976	炎	FLAME ・ INFLAMMATION	エン	ほのお	526
1977	談	TALK	ダン		527
1978	淡	LIGHT	タン	あわ.い	527
1979	災	NATURAL CALAMITY	サイ	わざわ.い	527
1980	肝	LIVER	カン	きも	527
1981	肺	LUNG	ハイ		528
1982	胆	GALLBLADDER	タン		528
1983	腺	GLAND	セン		528
1984	胞	MEMBRANOUS SAC	ホウ		528
1985	腸	INTESTINES	チョウ		529
1986	胎	WOMB ・ FETUS	タイ		529
1987	腰	WAIST	ヨウ	こし	529
1988	肘	ELBOW		ひじ	529
1989	膝	KNEE	シツ*	ひざ	530
1990	股	CROTCH	コ	また	530
1991	肢	LIMB	シ		530
1992	胴	TRUNK	ドウ		530
1993	脇	ARMPIT ・ ASIDE	キョウ*	わき ・ わけ	531
1994	脂	FAT	シ	あぶら	531
1995	詣	VISIT A TEMPLE	ケイ	もう.で ・ もうで ・ もう.でる	531
1996	肪	ANIMAL FAT	ボウ		531
1997	肌	SKIN		はだ	532
1998	膚	SKIN	フ		532
1999	慮	CONSIDER	リョ		532
2000	虐	CRUEL	ギャク	しいた.げる	532
2001	虞	RISK		おそれ	533
2002	劇	DRAMA	ゲキ		533
2003	虚	EMPTY ・ FALSE	キョ ・ コ		533
2004	虜	CAPTIVE	リョ		533
2005	勇	BRAVE	ユウ	いさ.む	534
2006	湧	WELL UP	ユウ	わ.く	534
2007	戯	SPORT	ギ	たわむ.れる	534
2008	繊	FINE ・ FIBER	セン		534
2009	緻	FINE	チ		535
2010	嘘	LIE	キョ	うそ	535
2011	噂	RUMOR	ソン	うわさ	535
2012	樽	BARREL	ソン	たる	535
2013	距	DISTANCE	キョ		536
2014	拒	REFUSE	キョ	こば.む	536
2015	嬉	GLAD	キ	うれ.しい	536
2016	鼓	DRUM	コ	つずみ	536
2017	樹	STANDING TREE	ジュ		537
2018	膨	EXPAND	ボウ	ふく.らむ ・ ふく.れる	537
2019	脹	SWELL	チョウ		537
2020	張	SPREAD ・ STRAIN	チョウ	は.る ・ -は.り ・ -ば.り	537
2021	帳	NOTEBOOK	チョウ		538
2022	腫	TUMOR	シュ	は.れる ・ は.らす	538
2023	肥	FATTEN	ヒ	こ.える ・ こえ ・ こ.やす ・ こ.やし	538
2024	把	GRIP	ハ ・ ワ		538
2025	誇	BOAST	コ	ほこ.る	539
2026	覧	LOOK OVER	ラン		539
2027	監	OVERSEE	カン		539
2028	鑑	APPRAISE ・ REFER TO	カン	かんが.みる	539
2029	艦	WARSHIP	カン		540
2030	濫	EXCESSIVE	ラン		540
2031	藍	INDIGO	ラン	あい	540
2032	賢	WISE	ケン	かしこ.い	540
2033	腎	KIDNEY	ジン		541
2034	堅	FIRM	ケン	かた.い ・ -がた.い	541
2035	緊	TIGHTEN ・ EXIGENT	キン		541
2036	勃	SUDDENLY RISING	ボツ		541
2037	励	WORK HARD	レイ	はげ.む ・ はげ.ます	542
2038	栃	HORSE CHESTNUT		とち	542
2039	茨	BRIER		いばら	542
2040	羨	ENVIOUS	セン	うらや.む ・ うらや.ましい	542
2041	歳	YEAR ・ -YEARS OLD	サイ ・ セイ		543
2042	戚	KIN	セキ		543
2043	叔	YOUNGER SIBLING OF PARENT	シュク		543
2044	淑	GRACEFUL	シュク		543
2045	寂	LONESOME	ジャク ・ セキ	さび ・ さび.しい ・ さび.れる	544
2046	督	SUPERVISE ・ COMMANDER	トク		544
2047	奴	SLAVE ・ GUY	ド	やつ*	544
2048	努	EXERT	ド	つと.める	544
2049	怒	GET ANGRY	ド	いか.る ・ おこ.る	545
2050	隷	UNDERLING	レイ		545
2051	款	ARTICLE ・ FRIENDLY RELATIONS	カン		545
2052	殻	HUSK	カク	から ・ がら	545
2053	穀	GRAIN	コク		546
2054	臼	MORTAR	キュウ	うす	546
2055	毀	BREAK	キ	こぼ.れる* ・ こわ.れる*	546
2056	廉	HONEST ・ CHEAP	レン		546
2057	鎌	SICKLE		かま	547
2058	嫌	DISLIKE	ケン ・ ゲン	きら.う ・ きら.い ・ いや	547
2059	謙	HUMBLE	ケン		547
2060	遜	HUMBLE	ソン		547
2061	亀	TURTLE	キ	かめ	548
2062	練	TRAIN	レン	ね.る ・ ね.り-	548
2063	錬	REFINE	レン		548
2064	鍛	FORGE	タン	きた.える	548
2065	鉱	ORE ・ MINE	コウ		549
2066	銅	COPPER	ドウ		549
2067	鉛	LEAD	エン	なまり	549
2068	銑	PIG IRON	セン		549
2069	鋼	STEEL	コウ	はがね	550
2070	剛	TOUGH	ゴウ		550
2071	綱	ROPE ・ MAIN POINTS	コウ	つな	550
2072	網	NET	モウ	あみ	550
2073	縄	ROPE	ジョウ	なわ	551
2074	鉢	BOWL	ハチ ・ ハツ		551
2075	鎖	CHAIN	サ	くさり	551
2076	絆	BONDS	ハン ・ バン	きずな	551
2077	鍵	KEY	ケン	かぎ	552
2078	釘	NAIL	テイ	くぎ	552
2079	錮	LOCK DOWN	コ		552
2080	錠	LOCK ・ PILL	ジョウ		552
2081	綻	COME APART AT THE SEAMS	タン	ほころ.びる	553
2082	鈴	BELL	レイ ・ リン	すず	553
2083	鐘	BELL	ショウ	かね	553
2084	瞳	PUPIL	ドウ	ひとみ	553
2085	憧	YEARN AFTER	ショウ ・ ドウ*	あこが.れる	554
2086	憬	YEARN AFTER	ケイ		554
2087	卑	MEAN	ヒ	いや.しい ・ いや.しむ ・ いや.しめる	554
2088	碑	MONUMENT	ヒ		554
2089	痺	PARALYSIS	ヒ	しび.れる	555
2090	鬼	DEMON	キ	おに ・ おに-	555
2091	塊	LUMP	カイ	かたまり	555
2092	醜	UGLY	シュウ	みにく.い	555
2093	魂	SOUL	コン	たましい	556
2094	魅	CHARM	ミ		556
2095	魔	DEMON	マ		556
2096	畏	FEAR	イ	おそ.れ ・ おそ.れる	556
2097	刷	PRINT	サツ	す.る ・ -ず.り ・ -ずり	557
2098	擦	RUB	サツ	す.る ・ す.れる ・ -ず.れ	557
2099	摩	RUB AGAINST	マ		557
2100	磨	POLISH	マ	みが.く	557
2101	凹	CONCAVE	オウ		558
2102	凸	CONVEX	トツ		558
2103	奉	DEDICATE	ホウ ・ ブ	たてまつ.る	558
2104	奏	PLAY MUSIC	ソウ	かな.でる	558
2105	泰	TRANQUIL	タイ		559
2106	俸	SALARY	ホウ		559
2107	棒	ROD	ボウ		559
2108	捧	DEDICATE	ホウ	ささ.げる	559
2109	耐	WITHSTAND	タイ	た.える	560
2110	霊	SPIRIT	レイ ・ リョウ	たま	560
2111	需	DEMAND	ジュ		560
2112	濡	WET	ジュ	ぬ.れる ・ ぬ.らす	560
2113	儒	CONFUCIANISM	ジュ		561
2114	端	EDGE	タン	はし ・ は ・ はた ・ -ばた	561
2115	壱	ONE	イチ		561
2116	尼	BUDDHIST NUN	ニ	あま	561
2117	泥	MUD	デイ	どろ	562
2118	漏	LEAK	ロウ	も.る ・ も.れる ・ も.らす	562
2119	氾	FLOOD	ハン		562
2120	彙	CATALOG	イ		562
2121	某	A CERTAIN	ボウ		563
2122	謀	SCHEME	ボウ ・ ム	はか.る	563
2123	媒	MEDIATE	バイ		563
2124	尉	OFFICER	イ		563
2125	慰	CONSOLE	イ	なぐさ.める ・ なぐさ.む	564
2126	酪	DAIRY PRODUCTS	ラク		564
2127	酵	FERMENT	コウ		564
2128	醤	SOY SAUCE	ショウ		564
2129	酢	VINEGAR	サク	す	565
2130	酎	&lt;SHOCHU&gt; (japanese distilled liquor)	チュウ		565
2131	酌	POUR WINE	シャク	く.む	565
2132	釣	ANGLE	チョウ	つ.る ・ つ.り ・ つ.り-	565
2133	畜	(RAISE) LIVESTOCK	チク		566
2134	蓄	STORE UP	チク	たくわ.える	566
2135	玄	PROFOUND	ゲン		566
2136	眩	DAZZLING	ゲン	くるめ.く ・ まぶ.しい ・ まばゆ.い	566
2137	呟	MUTTER	ゲン	つぶや.く	567
2138	囁	WHISPER		ささや.く	567
2139	喋	SPEAK	チョウ	しゃべ.る	567
2140	喩	LIKEN	ユ		567
2141	鬱	DEPRESSION ・ CONGESTED	ウツ		568
2142	弦	STRING	ゲン	つる	568
2143	舷	GUNWALE	ゲン		568
2144	舵	RUDDER	ダ	かじ	568
2145	幻	PHANTOM	ゲン	まぼろし	569
2146	幽	QUIET AND SECLUDED	ユウ		569
2147	幼	VERY YOUNG	ヨウ	おさな.い	569
2148	稚	CHILD	チ		569
2149	維	FIBER	イ		570
2150	推	INFER ・ PUSH FORWARD	スイ	お.す	570
2151	堆	PILE UP	タイ	うずたか.い*	570
2152	椎	SPINE ・ CHINQUAPIN	ツイ	しい*	570
2153	脊	SPINE	セキ		571
2154	雛	CHICK	スウ ・ ジュ	ひな ・ ひよこ	571
2155	誰	WHO		だれ	571
2156	唯	MERELY	ユイ ・ イ		571
2157	鳴	CRY ・ SOUND	メイ	な.く ・ な.る ・ な.らす	572
2158	亥	THE BOAR	ガイ	い	572
2159	刻	ENGRAVE ・ POINT IN TIME	コク	きざ.む ・ きざ.み	572
2160	劾	EXPOSE CRIMES	ガイ		572
2161	核	NUCLEUS	カク		573
2162	骸	BODY	ガイ		573
2163	咳	COUGH	ガイ	せき ・ せ.く	573
2164	該	CORRESPOND TO	ガイ		573
2165	診	EXAMINE A PATIENT	シン	み.る	574
2166	珍	RARE	チン	めずら.しい	574
2167	瓦	TILE	ガ	かわら	574
2168	併	PUT TOGETHER	ヘイ	あわ.せる	574
2169	瓶	BOTTLE	ビン		575
2170	屏	FENCE	ビョウ ・ ヘイ		575
2171	塀	FENCE	ヘイ		575
2172	餅	RICE CAKE	ヘイ	もち	575
2173	餌	FEED ・ BAIT	ジ	え ・ えさ	576
2174	呑	SWALLOW	ドン	の.む	576
2175	沃	FERTILITY	ヨク		576
2176	妖	BEWITCHING	ヨウ	あや.しい	576
2177	呪	CHARM	ジュ	のろ.う ・ まじな.う*	577
2178	艶	CHARMING ・ ROMANCE	エン	つや ・ なま.めかしい* ・ あで.やか*	577
2179	慈	AFFECTIONATE	ジ	いつく.しむ	577
2180	滋	NOURISH	ジ		577
2181	磁	MAGNETISM	ジ		578
2182	擁	EMBRACE	ヨウ		578
2183	腐	ROT	フ	くさ.る ・ -くさ.る ・ くさ.れる ・ くさ.れ ・ くさ.らす	578
2184	芯	CORE	シン		578
2185	蒔	SOW	ジ ・ シ	ま.く	579
2186	撒	SCATTER	サン ・ サツ	ま.く	579
2187	撤	WITHDRAW	テツ		579
2188	徹	GO THROUGH	テツ		579
2189	微	SLIGHT	ビ	かす.か*	580
2190	徴	LEVY ・ SIGN	チョウ		580
2191	懲	CHASTISE	チョウ	こ.りる ・ こ.らす ・ こ.らしめる	580
2192	殆	ALMOST	タイ ・ ダイ	ほとん.ど ・ ほとほと	580
2193	后	EMPRESS	コウ		581
2194	垢	DIRT	コウ ・ ク	あか	581
2195	妃	PRINCESS	ヒ		581
2196	姫	DAUGHTER OF NOBLE BIRTH		ひめ ・ ひめ-	581
2197	如	AS	ジョ ・ ニョ	ごと.し*	582
2198	茹	BOIL	ジョ	ゆ.でる ・ う.でる	582
2199	婿	SON-IN-LAW	セイ	むこ	582
2200	娘	DAUGHTER ・ GIRL		むすめ	582
2201	嫁	WED A MAN ・ BRIDE	カ	よめ ・ とつ.ぐ	583
2202	稼	WORK	カ	かせ.ぐ	583
2203	塚	MOUND		つか ・ -ずか	583
2204	豪	GREAT MAN ・ MAGNIFICENT	ゴウ		583
2205	蒙	IGNORANCE ・ PHONETIC [MÔ]	モウ		584
2206	墾	CLEAR LAND FOR FARMING	コン		584
2207	懇	FAMILIAR ・ EARNEST	コン	ねんご.ろ	584
2208	貌	APPEARANCE	ボウ		584
2209	逐	DRIVE OUT ・ ONE BY ONE	チク		585
2210	遂	ACCOMPLISH	スイ	と.げる ・ つい.に*	585
2211	墜	DROP DOWN	ツイ		585
2212	堕	DEGENERATE	ダ		585
2213	随	FOLLOW	ズイ		586
2214	附	ATTACH	フ		586
2215	髄	MARROW	ズイ		586
2216	怠	IDLE	タイ	おこた.る ・ なま.ける	586
2217	惰	LAZY	ダ		587
2218	佐	ASSIST ・ FIELD OFFICER	サ		587
2219	玩	PLAY WITH	ガン	もてあそ.ぶ*	587
2220	弄	PLAY WITH	ロウ	もてあそ.ぶ	587
2221	嘲	RIDICULE	チョウ	あざけ.る	588
2222	奔	RUSH	ホン		588
2223	弊	EVIL PRACTICE	ヘイ		588
2224	幣	CURRENCY ・ SHINTO PAPER OFFERING	ヘイ		588
2225	蔽	COVER	ヘイ		589
2226	朋	COMRADE	ホウ	とも	589
2227	棚	SHELF		たな ・ -だな	589
2228	柵	FENCE	サク		589
2229	桁	DIGIT ・ BEAM		けた	590
2230	栓	STOPPER	セン		590
2231	詮	INQUIRY	セン		590
2232	塞	PLUG UP	ソク ・ サイ	ふさ.ぐ ・ ふさ.がる	590
2233	梗	BLOCK	コウ		591
2234	柿	PERSIMMON	シ*	かき	591
2235	藤	WISTERIA	トウ	ふじ	591
2236	騰	RISE	トウ		591
2237	謄	TRANSCRIBE	トウ		592
2238	麺	NOODLES	メン		592
2239	拉	KIDNAP	ラ		592
2240	晃	DAZZLING	コウ		592
2241	幌	AWNING	コウ	ほろ	593
2242	厘	&lt;RIN&gt; (0.001 yen)	リン		593
2243	畝	&lt;SE&gt; (RIDGE)		うね	593
2244	匁	&lt;MONME&gt; (3.75 grams)		もんめ	593
2245	匂	SMELL		にお.う ・ にお.い ・ にお.わせる	594
2246	勾	BENT	コウ		594
2247	挨	GREET	アイ		594
2248	拶	GREET	サツ		594
2249	曖	NOT CLEAR	アイ		595
2250	昧	DARK	マイ		595
2251	瑠	LAPIS LAZULI	ル		595
2252	璃	GLASSY SUBSTANCE	リ		595
2253	嫉	ENVY	シツ		596
2254	妬	ENVY	ト	ねた.む	596
2255	鹿	DEER		しか ・ か	596
2256	塵	DUST	ジン	ちり ・ ごみ	596
2257	麓	FOOT OF A MOUNTAIN	ロク	ふもと	597
2258	麗	OF GRACEFUL BEAUTY	レイ	うるわ.しい	597
2259	薦	RECOMMEND	セン	すす.める	597
2260	慶	FELICITATION	ケイ		597
2261	兜	HELMET	トウ ・ ト	かぶと	598
2262	睨	GLARE AT	ゲイ	にら.む	598
2263	鼠	RAT	ソ	ねずみ ・ ねず	598
2264	溺	DROWN	デキ	おぼ.れる	598
2265	潟	LAGOON		かた ・ -がた	599
2266	濁	TURBID	ダク	にご.る ・ にご.す	599
2267	渇	RUN DRY ・ THIRST	カツ	かわ.く	599
2268	褐	BROWN	カツ		599
2269	葛	KUDZU	カツ	くず	600
2270	喝	SHOUT AT	カツ		600
2271	謁	BE GRANTED AN AUDIENCE	エツ		600
2272	掲	PUT UP	ケイ	かか.げる	600
2273	戌	THE DOG	ジュツ	いぬ	601
2274	尤	REASONABLE	ユウ	もっと.も	601
2275	駄	GOOD FOR NOTHING ・ CLOGS	ダ ・ タ*		601
2276	駒	HORSE ・ CHESS PIECE		こま	601
2277	篤	SERIOUS ・ KIND	トク		602
2278	罵	SPEAK ILL OF	バ	ののし.る	602
2279	蔑	SCORN	ベツ	さげす.む ・ ないがし.ろ*	602
2280	罠	TRAP		わな	602
2281	烏	RAVEN	ウ ・ ウウ ・ オ	からす	603
2282	鴨	DUCK	オウ	かも	603
2283	鳩	PIGEON	キュウ	はと	603
2284	鶏	CHICKEN	ケイ	にわとり	603
2285	渓	RAVINE	ケイ		604
2286	鷹	HAWK	ヨウ ・ オウ	たか	604
2287	鷲	EAGLE	シュウ	わし	604
2288	璽	IMPERIAL SEAL	ジ		604
2289	爽	REFRESHING	ソウ	さわ.やか	605
2290	綴	STITCH TOGETHER ・ COMPOSE	テイ ・ テツ	と.じる ・ つず.る	605
2291	桑	MULBERRY	ソウ	くわ	605
2292	蚕	SILKWORM	サン	かいこ	605
2293	蛋	EGG	タン		606
2294	蟹	CRAB	カイ	かに	606
2295	蚊	MOSQUITO		か	606
2296	巳	THE SERPENT	シ	み	606
2297	蛇	SNAKE	ジャ ・ ダ	へび	607
2298	繭	COCOON	ケン	まゆ	607
2299	蝶	BUTTERFLY	チョウ		607
2300	虹	RAINBOW	コウ*	にじ	607
